I am getting to really enjoy Turkish Airlines , as DATE I have two legs on TK .####[['Turkish Airlines', 'airline general', 'positive', 'enjoy']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor event .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor event .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor event .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Extremely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor incident .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor episode .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Extremely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Completely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Extremely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor event .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor event .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Extremely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor incident .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor incident .####[['NULL', 'airline general', 'negative', 'poor']]
Extremely poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly poor experience .####[['NULL', 'airline general', 'negative', 'poor']]
Utterly experience .####[['NULL', 'airline general', 'negative', 'poor']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
It was .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative', '2 hours late']]
Once on the plane these flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew seemed excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once On the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane The flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane 'this' flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on The plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Previously on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating During the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Immediately on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating throughout an flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating throughout the journey .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the copter the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane these flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once 'during' the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating during the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating during the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating throughout the Journey .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Awhile on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew Were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating During the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Previously on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once aboard the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew had been excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on these plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating throughout these flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and extremely accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and extremely accommodating throughout the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
Once on the plane the flight crew were excellent and very accommodating During the flight .####[['flight crew', 'airline service', 'positive', 'excellent'], ['flight crew', 'airline service', 'positive', 'accommodating']]
