I am getting to really appreciate Turkish Airlines , as DATE I had two legs on TK .####[['Turkish Airlines', 'airline general', 'positive']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly poor event .####[['NULL', 'airline general', 'negative']]
Utterly poor adventure .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor episode .####[['NULL', 'airline general', 'negative']]
Absolutely poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly bad experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Extremely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
Completely poor experience .####[['NULL', 'airline general', 'negative']]
Utterly abysmal experience .####[['NULL', 'airline general', 'negative']]
'Totally' poor experience .####[['NULL', 'airline general', 'negative']]
poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
Utterly poor incident .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor Outcome .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly Lousy experience .####[['NULL', 'airline general', 'negative']]
Utterly 'Bad' experience .####[['NULL', 'airline general', 'negative']]
Utterly poor experience .####[['NULL', 'airline general', 'negative']]
Utterly awful experience .####[['NULL', 'airline general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours Tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours delayed .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours delayed .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours delayed .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours Tardy .####[['NULL', 'punctuality general', 'negative']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 minutes late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours delayed .####[['NULL', 'punctuality general', 'negative']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It seemed 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
They was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
it was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 minutes late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It were 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 minutes late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours 'tardy .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 minutes late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours delayed .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours Tardy .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours :  .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 'minutes' late .####[['NULL', 'punctuality general', 'negative']]
He was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
I was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
'It was 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It became 2 hours late .####[['NULL', 'punctuality general', 'negative']]
It was 2 hours  .####[['NULL', 'punctuality general', 'negative']]
Once on the plane the flight crew were excellent and very accommodating throughout the trip .####[['flight crew', 'airline service', 'positive']]
Once on it plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Previously on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once aboard the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and Extremely accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on The plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating Throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very Helpful throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on 'this' plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the trip .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout these flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were Superb and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were Superb and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were Outstanding and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating During the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once 'during' the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the copter the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Awhile on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew Were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once In the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the journey .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Previously on the plane the flight crew were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating During the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and Extremely accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the were excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the trip .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent & very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the journey .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very courteous throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were excellent and very accommodating throughout the Journey .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew were Outstanding and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
Once on the plane the flight crew seemed excellent and very accommodating throughout the flight .####[['flight crew', 'airline service', 'positive']]
