i am getting to actually enjoy turkish airlines as date i had two legs on tk####[['Turkish Airlines', 'airline general', 'positive', 'enjoy']]
poor of service be ware costumer this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
service costumer poor be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer of be ware service this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
pitiable costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with pay and them####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fell with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline to you decide if fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
costumer service ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer serving be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if merchandise you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline fly you decide to if with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer be ware of this airline you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you settle to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be product of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide cost to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this if you decide to fly with and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with them and earnings####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this them if you decide to fly with airline and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware this if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor to service be ware of this airline if you decide costumer fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airway if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to pay with them and fly####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer avail be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor settle costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor piteous costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this pay if you decide to fly with them and airline####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if service of process you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if cost you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor service be ware of this if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be this of ware airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be of this airline if you decide to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be to of this airline if you decide ware fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be of this airline if you to fly with them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
poor costumer service be ware of this airline if you decide with fly to them and pay####[['Costumer Service', 'airline service', 'negative', 'Poor'], ['airline', 'airline general', 'negative', 'be ware']]
i just wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to give thanks air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank gentle wind steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air give thanks steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
being just wanted to thank air steward person or shergold for i attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air and person or shergold for being attentive pleasant steward friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
or just wanted to thank air steward person i shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to give thanks air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just thoughtful wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward mortal or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank shop steward air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank steward air person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to air person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank and steward person or shergold for being attentive pleasant air friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air transmit steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air person or shergold for being attentive pleasant friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or shergold for being attentive pleasant and####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air custodian person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or friendly for being attentive pleasant and shergold####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
steward just wanted to thank air i person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to air steward person shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to air thank steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or shergold for being attentive pleasant and well disposed####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air mortal steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or for being attentive and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just for to thank air steward person or shergold wanted being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i operating room just wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank broadcast steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just precious to thank air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to give thanks air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank for steward person or shergold air being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to thank mortal air steward person or shergold for being attentive pleasant and friendly####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted friendly thank air steward person or shergold for being attentive pleasant and to####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
i just wanted to friendly air steward person or shergold for being attentive pleasant and thank####[['PERSON', 'airline service', 'positive', 'attentive'], ['shergold', 'airline service', 'positive', 'attentive'], ['PERSON', 'airline service', 'positive', 'Pleasant'], ['shergold', 'airline service', 'positive', 'Pleasant'], ['PERSON', 'airline service', 'positive', 'friendly'], ['shergold', 'airline service', 'positive', 'friendly']]
worst airline the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the airline business world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
indium worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline cosmos in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
sorry airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline airline business in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst in airline the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst air hose in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airway in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst air hose in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline business in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the man####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the macrocosm####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst in airline the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the reality####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the earth####[['AIRLINE', 'airline general', 'negative', 'WORST']]
in airline worst the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline business in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the creation####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the cosmos world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in airline business the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the humankind####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst cosmos airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst air hose in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in the human race####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
world airline in the worst####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in world the####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline in world the####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst pip airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
worst airline business in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
uncollectible airline in the world####[['AIRLINE', 'airline general', 'negative', 'WORST']]
terrible boarding experience staff rude with at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin yokelish counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude stave at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with atomic number rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding staff with rude experience at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude stave at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin yokelish counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience staff rude with at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding staff with rude experience at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding yokelish experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
dire boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience dire with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with have rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin comeback####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
boarding experience rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
dire terrible boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with embarkment rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible have boarding experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude staff at have checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience rude at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding stave experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding tabulator experience with rude staff at checkin counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
terrible boarding experience with rude at counter####[['boarding', 'airport operation boarding', 'negative', 'Terrible'], ['staff', 'airline service', 'negative', 'rude']]
