Dies war das schlechteste Wienerschnitzel welsh ich in den letzten Jahren gegessen habe.####[['Wienerschnitzel', 'food quality', 'negative', 'schlechteste']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur exist getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur comprise getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur represent getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur WA getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur follow getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur equal getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur embody getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur follow getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur personify getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur exist getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur make_up getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur live getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur embody getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
Sehr schöne Atmosphäre , guter Hauswein , freundliches Personal , haben nur was getrunken, daher kann ich Essen nicht beurteilen.####[['Atmosphäre', 'ambience general', 'positive', 'schöne'], ['Hauswein', 'drinks quality', 'positive', 'guter'], ['Personal', 'service general', 'positive', 'freundliches']]
